Text,True_Label,Predicted_Label
tumewazoea luhyas always way dont blame,Offensive,Neither
swearing nyakundi boy child president alongside amolo odinga jan whether like username_ username_ username_,Offensive,Neither
uhuru seemingly mission kill everyone wanting jailed raping forcibly circumcising luo mmmh,Offensive,Neither
honor kenya nowhere kamba voter pawn used eaten username_,Offensive,Neither
wont participate uhurus coronation ritual vote credible election day meanwhile electionsboycottke,Offensive,Neither
wasichana wameru wakikuyu wakamba waluhya sio waugly saana wajaluo wamaasai wakisii waugly sanaa,Hate Speech,Neither
kalenjins comic people nigga dark mbunde amevaa leather jacket scorching sun,Hate Speech,Neither
luhyas complaining lot food pic posted kenyapics,Offensive,Neither
earth make think superior luo ushenzike username_ username_ username_,Hate Speech,Neither
username_ nyakundi fake die hard jubilee insider,Offensive,Neither
happened kikuyus atttacked forexercising rightif devil tukowengi,Offensive,Neither
hear nyakundi mistook like love rolled mchango unfortunately boy child decided would rather spend money slay queen send let explain xksh slay queen benefit,Offensive,Neither
kalenjins uhuru diehard tell government hence dont listen loser even good username_,Hate Speech,Neither
luo username_ thats eliminating themto weaken must arm supporter noreformsnoelections pictwittercomtwwksrrta,Hate Speech,Neither
mungiki chopping head dont see kikuyus denouncing tribe maafakas hooligan element every society,Hate Speech,Neither
waaaaah serious yani people signing petition recall gathoni muchoba mpspay fagiawote pictwittercomgmkenamu,Offensive,Neither
simple username_ let kenyan area chase ro kikuyus kalenjins way username_ iebcriggingscam,Hate Speech,Neither
luo team calm stinking elongated clitoris hanging precariously basin,Offensive,Neither
defended primitive behavior fellow luo long look luopeans,Hate Speech,Neither
need proper vetting username_ staff radical change ntsa traffic police boss replaced men woman integrity redesign road designed motorist yet kenyan tarmac daily work station barabarasafe,Offensive,Neither
uhuru shud prepare kill non kikuyus luo going accept without fighting,Hate Speech,Neither
kikuyu supremacist tribal bigot username_ shd agitating disappeared kyuks icctrialske shutmutahingunyiup pictwittercombkjbxcwvvu,Offensive,Neither
kikuyus accused ethnocentric try three president four,Offensive,Neither
know kikuyus thief birth news,Hate Speech,Neither
luyas cute let talk abt sex username_ username_ said defected luyas everybody,Offensive,Neither
rao called uhuru caretaker president plot caretaker started feeling like president noreformsnoelections,Offensive,Neither
wanyonyi chebukati dont used kill luo dont want election please repeat central luolivesmatter,Offensive,Neither
kamba woman might earn praise allow tell last lady youd want date,Offensive,Neither
call adress englishthe real voter typical luo cheer,Offensive,Neither
wakikuyu mna mambo vote raila,Hate Speech,Neither
dont expect genuine leader youre selfish tribal garbage garbage railathewardogsince,Neither,Offensive
luo must arm defend possible legal mean loser authority stopkillingluos luolivesmatter,Offensive,Neither
time jubilee government buy pet state house name moses kuria beat death stopuhuruswardogs,Offensive,Neither
luo alergic problem thats say sida shida,Offensive,Neither
wee prezzo username_ eyeheririe kilifinijubilee wembeniuleule munguniyuleyule wakenyaniwalewale pictwittercomxdfztywp,Offensive,Neither
hakuna nusu mkate bro umeskia wakenya wameshindwa kupiga kura ama wembeniuleule,Offensive,Neither
international observer shenzi noreformsnoelections,Offensive,Neither
coz wakoranetwork caught pant wakorajudgment supremecourtruling wembeniuleule njokindungu,Offensive,Neither
asking drunk president stole electionswhose relative stealing afya housewho called supreme court judge wakora intimidated rule favourwho never said word iebc official killed reignits official kikuyus stupid,Offensive,Neither
luhyas cocky,Hate Speech,Neither
fool coz think saying county muranga make sensenonkikuyus like think kikuyus found,Offensive,Neither
sound like people nyeri hate luo much look like relative,Offensive,Neither
yaani presidential address obama iko spoiler alert hawa wazungu pia wamezidi,Hate Speech,Neither
yani kenyan voting someone even voted joke kenyaelections electionsboycottke kenyapoll,Offensive,Neither
luhyas emerging tribal folk didnt hear deep tribal undertone either saitotis michukis ojodes funeral,Offensive,Neither
medium learn never aint never going happen dog always chase carto medium trump car,Offensive,Neither
username_ mention username_ foreskin telling huntingkilling username_ supporter kiambu wembeniuleule,Offensive,Neither
kikuyus speak faster mothertongue might think latino,Offensive,Neither
hawa waluhya afcleopards wameunga sana bet wanaweka steroid kwa chai,Offensive,Neither
uhurus tna mp threaten ditch party hate monger moseskuria,Offensive,Neither
kikuyus would kill ati want make kikiyu girl horny tap breast wallet,Hate Speech,Neither
aliuza cow anunue hws sato btw username_ username_ haha omg hizo ndo alikua amevaa loool hawa watu wako mbele sana wamaasai,Neither,Hate Speech
nasa calling noreformsnoelections backdoor caretaker government rejected cost none negotiable,Offensive,Neither
kalenjins total dissapointment,Hate Speech,Neither
dont keep calm dem kisiis username_ kisii county siekert username_ hate loud people like shit get skin,Offensive,Neither
rao runnin around like headless chicken cant wait press conf listen lie railapresser iebcresults,Offensive,Neither
mutahi trying achieve abusing entire luo nation take spark light bonfire shutmutahingunyiup,Hate Speech,Neither
time khat panga username__ merus always telly wrong reason,Hate Speech,Neither
suffering pia kikuyus kalenjins indivinduals wanaloot namethebanks,Offensive,Neither
resist oppression tribe kikuyus kalenjins think rule kenya username_ court username_,Hate Speech,Neither
luhya leader money mount credible campaign presidency leave alone nairobi governorship luhyas broke fix,Hate Speech,Neither
welcome chebukati department men without principle knew trouble walked shame noreformsnoelections,Offensive,Neither
luhyas unique bought hand shake luhyasditchrao,Offensive,Neither
ndukoe slogan rwimbo ruu kana kihii kiu kiari kiremi username_ username_ username_,Offensive,Neither
luo pride username_ username_ username_ lyndanashugaboy,Offensive,Neither
ever seen kikuyus kirinyaga guy dark cold mtkenyaesp ndia guy saw thought applied black makeup,Offensive,Neither
sane sober mind nasa kenyan decided kumira kumira tanoterror balalawajibika carcass rhino sold zimbabwe case selling wildlife,Offensive,Neither
kerichodecides least kalenjins sycophant like nyanza,Offensive,Neither
advice give kill luo,Offensive,Neither
wajaluo mna uchungunyi lightskins,Hate Speech,Neither
hao masai waruke ruke hivyo alafu walipwe,Offensive,Neither
reported also complained jewish college berkshire persue furthermore username_ return chaplain making formal complaint hatespeech twitter,Offensive,Neither
wajaribu kuguza baba waone moto stopuhuruswardogs,Offensive,Neither
luo emotional bana way guy cry though might find mix,Offensive,Neither
went certain pub kisumu mofos really hate kikuyus,Hate Speech,Neither
uhuru monopoly violence baba peopleill join bukusu bungoma case secession electionsboycottke kenyapoll,Offensive,Neither
kamba follow kalonzo stay cord leaf ngilu nowhere else cord kamba aggrieved,Offensive,Neither
telling temporal solution since election remember road brought called mama fix permanently stop temporal rubbish kiganjo voter watching,Offensive,Neither
said asian kikuyus brit didnt mean stop,Hate Speech,Neither
problem harambes kidero attending nyanza kikuyus richaand power,Offensive,Neither
simple thing hate abt getting fever rambut akan kusut masai dan takkan rasa macam rambut dah,Hate Speech,Neither
kenyan sound mind support reform iebc thief bandit reform noreformsnoelections iebcdemos,Offensive,Neither
sijawahi kuona mtu mjinga kama wewe katika karne hii katiba mpyakenya wakikuyu pekeekisumu kenya waluo wanaweza kutuongoza,Hate Speech,Neither
town guy two thing proved research disabled beggar kid tanzanian watchman luhyas,Hate Speech,Neither
march must resolve send killer regime home justiceformsando ripmsando pictwittercomfxnxbvzli,Offensive,Neither
director sought dci kikuyus,Offensive,Neither
say pundaamechoka context punguzamzigo punda lol wording sound nice,Offensive,Neither
twitte sound like really hate group youre calling luo personal hate belong another group supposing youre given special power kill kill hahahaplz learn coexist,Offensive,Neither
hate josh kamba untill soo fuckk fuck fuck fuck fuck fuck,Hate Speech,Offensive
hate dude donno wtf think username_ alais page full hate speech tribalistic update kikuyus,Offensive,Neither
world kalenjins wooed become ugandan smh traitor,Hate Speech,Neither
luo voted kibaki ten kikuyus voting raila change reality kikuyus mobilized vote kikuyu candidate,Offensive,Neither
wsr earns shm per month total shm month get shm spend week,Offensive,Neither
nyakundi herecant tell presenter stationsso much childish crapi stick natgeo switch,Offensive,Neither
weeeh ati username_ username_ hehe kalenjins fast foot bur wen come brain wako auto lol know username_,Hate Speech,Neither
luo depressed else explains bar full noon monday,Offensive,Neither
journalist silently say raila govt banned streaming result democracyorsecession vital,Offensive,Neither
fuccen fool going hard mention coz said respect username_ peleka feeling mbali shutmutahingunyiup,Offensive,Neither
ukitaka kuhama kutoka kwa mamako ujilipie rent username_ ask nyakundi asknyakundi,Neither,Offensive
abroad daylight liaronly kikuyus kalenjinis voted username_ tht figure cooked,Offensive,Neither
must dumb stupid comply norailanopeace fool peace got selfish interest,Offensive,Neither
kamba said kamba witch whyiwasdumped,Hate Speech,Neither
blessed username_ men mature never dramatic kisiis kalenjins one coast rest esp kamba luo,Hate Speech,Neither
walter kisiis,Hate Speech,Neither
reason hate uthamaki kikuyus feel entitled presidency disgusting,Offensive,Neither
kikuyus tried help hasaidiki chebukati tried help hasaidiki safaricom medium,Offensive,Neither
dont want dialogue break country let kikuyus lead rest elect leader fairly tribal honest kikuyu kelanjins country,Hate Speech,Neither
true shit hate little kid lol,Offensive,Neither
tunasija biashara huko njugukaranga switi nini nini username_ wakikuyu acheni ufala sisi kama macordofians lazima tukaribishe baba,Offensive,Neither
always told age white beard doesnt indicate maturity kindly look username_ case take note shutmutahingunyiup,Offensive,Neither
uhuruto arrogant pair nothing offer kenyan agenda raila uhurumustresign nasaforchange railapresser,Offensive,Neither
kikuyus value property life luo value life property kikuyus kill preserve property luo destroy property protect life property earthly life sacred godly who evil eye god kikuyu brother plse stopethniccleansing,Offensive,Neither
lmao ugandan kikuyus disguise,Hate Speech,Neither
sleep liberate country people perform surgery wrong people fish rot head tanoterror crap,Offensive,Neither
beatitude happy kalenjins shall run fast first reach kingdom heaven,Hate Speech,Neither
kalenjins racist especially marathon like username_,Hate Speech,Neither
vomit nonsense know peoplenyakundi league may try murkomen single mother like caroline mutoko,Offensive,Neither
luhyas never ambitious risk taker people satisfied watchman maid gardener,Hate Speech,Neither
cheap coz poketed loot bloodless way quagmire kikuyus blv president birth others lead secede,Offensive,Neither
lmao username_ someone please explain heavy rain always followed insect luhyas eat,Offensive,Neither
username_ kalenjins blind position jubilee govt even confession kuria fixer gachoka jkl,Offensive,Neither
know pushing hash taglakini round hii hamtoboithe election must credible norailanopeace,Offensive,Neither
oya username_ username_ cant give kenyan lift way kisumu unless luo tribalism username_ username_,Offensive,Neither
ona kaguka kaguka kah fucked morning blady old man aaaaargh,Offensive,Neither
username_ wanted troll saw nyakundi username kisiis allowed stupid know,Hate Speech,Neither
uhurus notion zero tolerance criticism juvenile criticise newspaper writing truth aggrieved sue libel,Offensive,Neither
urgent appeal blood kisumu busia kisii county kenyapoll electionsboycottke pictwittercomghflpcvzao,Hate Speech,Neither
know tna urp highly populated kikuyus kalenjins respectively murkomen actually,Offensive,Neither
brainwashed kikuyus muranga suffering wrath jigger kamwana telling register voter therichvsthepoor,Hate Speech,Neither
minus kalenjins luo useless,Hate Speech,Neither
uhuru must stop request coz kikuyus living amidist kill raila innocent ppl,Offensive,Neither
kipteng ndio jina ganistupid naeza kua sura mbaya lakini kama nyakundi,Offensive,Neither
jubilee supporter stomach common mwanainchi eye see inflation jubileeplusjoke,Offensive,Neither
kenyan believed uhuru serious fighting corruption mistaken see protected judge tunoi,Offensive,Neither
well connected political financier like wanjigi risk money believe winwhen divest railapresser,Offensive,Neither
lotto thing kikuyus winning ata kura sipigi,Offensive,Neither
true sisi waluhya hehe username_ opinion luhyas people aint extremely tribal hawa wengine shut,Hate Speech,Neither
yall luhya men strange username_ kelinjasmine hahaha seems youve dealing strange luhyas,Offensive,Neither
yea mpaka wale wajaluo wanauaua uko nyanza,Hate Speech,Neither
uhuru sio baba nyakundi democracy however hard myopic sycophant convince otherwise,Offensive,Neither
wait pink lipstick thika road cost billion tanoterror,Offensive,Neither
yeah thats sure put scale luo worse dont take thing twisted,Offensive,Neither
luo seated next keep saying kodeh wonder remix airforce,Offensive,Neither
stupid username_ kale winning gold dont see kalenjins saying kale like lupita origi luo bullshit,Neither,Hate Speech
luo vocal come fighting god one always talk violence,Offensive,Neither
tunazo madharau tumewachia shetani thing change nobody born clothed let biased way negatively,Neither,Offensive
luhyas root,Offensive,Neither
luo always loyal friend till betrayed must come lesson,Offensive,Neither
doesnt kill make strungi luhyas,Offensive,Neither
hawa kwanza wanawake huvaa nguo funny wengi huwa waluhya wakisii wrong,Offensive,Neither
laptop wonder hate kikuyus passion,Hate Speech,Neither
username_ eldomatt supermarket worker economic slave jaydeep shah kisiis employable,Offensive,Neither
kikuyus never satisfied fuck,Hate Speech,Neither
said conglomeration thug rapist murderer eternal fate known hell ripmsando,Offensive,Neither
idea talking kalenjins kikuyus kenya tribe,Hate Speech,Neither
kikuyus live kawangware know luhyas friend prepare,Offensive,Neither
uhuru get kikuyu surprise august many think uthamaki silently cry price,Offensive,Neither
son thriw stone son dont know fair,Offensive,Neither
landslide promised huh electionsboycottke,Offensive,Neither
cant luo luhyas also get panga counter mungiki kawangware enough people dont kill rhetoric munakujiwa,Hate Speech,Neither
kakamega county iko locked iebcdemos username_ must noreformsnoelections username_ pictwittercomenwumgcov,Offensive,Neither
chance coin land kikuyus luo,Offensive,Neither
witnessed kalenjins luyhas kamba etc support political party insignificant number luo kikuyus,Offensive,Neither
yaani kenya trashy mayoo luolivesmatter,Offensive,Neither
worse yet election coming luo calling kikuyus name kikuyus calling luo cont,Offensive,Neither
yes let unite send incompetent thief whether cord jubilee let start username_ username_ fagiawote,Offensive,Neither
wameru hawakuwagi wakikuyu,Offensive,Neither
username_ kikuyus pervert song,Hate Speech,Neither
care wil rig gain kenya kikuyus kalenjin meru jaluo first time always stupid demo lead,Hate Speech,Neither
watoane nguo kabisa duale deeply involved importingsmuggling sugar country know kazi kwa dpp tanoterror,Offensive,Neither
school fire result drug kwanza bangi hawa watoto huvuta mungu tew stopschoolarsons stopschoolfire,Neither,Offensive
truth matter kikuyus dont care community much thinklet alone wanting kill themmnaleta beef hakuna,Offensive,Neither
know kenya peaceful rutos side win otherwise prepared war candidate loos ripmsando,Offensive,Neither
kikuyus say hardworking richer luo yet kid drug addict makangas sleep animal phone snatchersthe poor luo struggle educates son daughter lawyer engineer doctor etc challenge corrupt way,Offensive,Neither
uhuru everything protect tunoi majority politician dont use head wait till tunoi dismissed,Offensive,Neither
whoever used advice ruto land grabbing advice grab akombe teach lesson akombemustgo,Offensive,Neither
uhuru kenyatta hav easy tym leading jus kikuyus kale wish would tell pay tax like mombasa day notmypresident,Offensive,Neither
kikuyus join merus rejecting uhuruto govt corrupt people eating,Hate Speech,Neither
leader openly come incite people wonder called username_ arrestkimaningunjiri,Offensive,Neither
flower girl since jubilee others mean flower girl uhuruto kamba mulembe coast luo million blind smh,Neither,Offensive
uhuru insisting recount extra ballot paper printed premarked favor illegally noreformsnoelections,Offensive,Neither
luo kill luopeanism burry vivmas luodollar argues like real luopean pictwittercombawselsi,Hate Speech,Neither
william ruto denied stealinggrabbing muteshis land turbo high court confirm later muteshi rightful owner,Offensive,Neither
tribalism gone notch higher way didnt mandago ilk wear,Offensive,Neither
wait regedit distance icon desktop regular option fuck window,Offensive,Neither
yes partly kikuyu kalenjins replaced makondes nasa way tribalism blood tribe,Hate Speech,Neither
luo cant beat aaiii yawa funny luo losing,Offensive,Neither
kikuyu kalenjins kenyan kenya useless windshield wiper blade goat as,Neither,Offensive
kalenjins kikuyus hanging together urge tribe hang together get hanged separately username_ username_,Offensive,Neither
hate dont work start telling lie username_ guy mad coz sugar coat truthhe call red call blue nyakundilies nyakunditruths,Offensive,Neither
waondoke basi username_ england royal pull safaricoms citing security concern stupidity wapewe ndege warudi kwao smh,Offensive,Neither
fool cant think well sold land kikuyus must tore line luhya nation follow democracy elect wise leader icc goonsinfact english patheticsorrygo get remedial,Offensive,Neither
wisdom kill luo,Offensive,Neither
madvd became chairman iebc niletewe githeri nikulange hapa mdogo mdogo nikongoja jibu railapresser,Offensive,Neither
yes till username_ thug resigns noreformsnoelections remember,Offensive,Neither
angry fact kenyan must stand tribal voting otherwise ruto loot kalenjins lack food water,Offensive,Neither
yawa username_ someone tell kimaiyo luo god sake take security warning fbi,Offensive,Neither
wakisii hawana radio hao ndio radio,Hate Speech,Neither
said luo escapist star blame others anything everything almost,Hate Speech,Neither
watu afro maneno supreme mnashikanisha presidentialpetition supremecourt democracyorsecession,Offensive,Neither
unfortunately true username_ gave formula run away crime kenya kenyan institution seem read mastered script,Offensive,Neither
hard luhyas deliberately leaving luo afterall sony sugar heart luo land used cartel bring contraband sugarhas anyone heard luo addressing issue sony paid farmer last yrwe roasted,Offensive,Neither
happens next election raila kalonzo organising funding luo kamba kill kikuyus kalenjins icc pev,Hate Speech,Neither
kikuyus funniest lot ever met homosexual steal land sending away slave people region still big mouth slave,Offensive,Neither
kikuyus owe nrm member blood naked emperor spilling bungoma nyanza painfully pay personone one,Hate Speech,Neither
kikuyus defied kenyattas luo nyanza stuck ogingas since independence prisoner,Offensive,Neither
kind racist philosopher well call kol key opinion leader,Offensive,Neither
raila kikuyus quickly forget people burnt church rai wait username_ praise,Offensive,Neither
cant collymorethebully take court big company people like ahmednassir expose saf instead small fish nyakundi,Offensive,Neither
strange username_ hasnt seen offense people taking picture polling station today unlike electionsboycottke,Offensive,Neither
luo povertystricken swalanyeti,Offensive,Neither
else apart noticed almost embassava driver tout kisiis mydressmychoice,Offensive,Neither
weaz tha joke username_ hawa turkana pokot wakienda eastern watavamia wakamba name cattle rustling juu kaos,Hate Speech,Neither
wanawake wakikuyu ndio hujiadvertise kutafta mabwana wanaume wao hawana kazi wengine wanfanya wanyama kuwa mke arrestsonko babuwoes pictwittercomnlutnwpt,Offensive,Neither
luo hate kikuyus yes kikuyus coz proud wil rule nigga mtazoea kenya cord jaluoskia,Hate Speech,Neither
think luo shame enda ukasaidie mwenzako kujikuna mkundu,Offensive,Neither
dangerous railathetribalchief state drunkardness level sink mediocrity,Offensive,Neither
stupidest mother like social medium dont stoop low idiocy nyakundi,Offensive,Neither
like kuria aladwa ngunjiri arrested give room hate speech continues divide arrestkimaningunjiri,Offensive,Neither
lmao username_ luo nigerian skul,Hate Speech,Neither
uhuru gone give maximum one month kikuyus also angry hungry see beyond tribal cocoon,Hate Speech,Neither
know killed luo naivasha using nairobi business community mungiki heartless pretender cry time roasting kikuyus church matiangithemurderer,Offensive,Neither
dont invite moseskuria expect mature discussion afterall walkoffame username_ stateofcorruption username_,Offensive,Neither
luo voted raila kikuyus tribalsmh tribalism mind,Hate Speech,Neither
dont fuck group hungry angry elephant even masai warrior earthsnaturalwonders,Offensive,Neither
lost little respect museveni janet much attended anniversary marriage rwakitura farm aug,Offensive,Neither
officer charged laxity luo whereas kenyan killed kikuyu coincidence,Offensive,Neither
kikuyus believe anything,Hate Speech,Neither
kamba living proof humanbeings survive without brain,Hate Speech,Neither
walijinyoa huo wembe nowweknow electionsboycottke pictwittercomvwrblqp,Offensive,Neither
need ali back medium power tell kenya behind killing kenya citizen ripmsando,Offensive,Neither
cant tell hyena write proposal keep goat safe username_ noreformsnoelections,Offensive,Neither
oppression injustice meted innocent civilian violence justified luolivesmatter,Offensive,Neither
username_ polygamy allowed luhyas smilinglol,Offensive,Neither
luo stupid mau mau mungiki record even killing tribesman day earth hear luo kill kikuyus confused element stopethniccleansing,Offensive,Neither
luo want control varsity moi university egerton maseno uon masindemuliro kissi jaramogi soon taking,Hate Speech,Neither
kama huna permit rudi kwenu ukajenge nchi yako umsaidie uhuru kupunguza rushwa kenya operationtimua,Offensive,Neither
kikuyus muthamaki mentality stupid always taking anyething defend muthamaki like username_ username_ username_ cursed using brain prblm kiuks use brain username_ username_ username_ username_,Hate Speech,Neither
lmao username_ kalenjins username__ tweeps slowsmh,Offensive,Neither
like username_ make conclude kikuyus tribal bigot,Hate Speech,Neither
proof youve guy odm nasa matter fella look like individual prior knowledge security matterssecurity formation thats security agentkwekwe guy special force death liberate kenya tanoterror,Offensive,Neither
wacha niandike swa ndo hawa wazungu wasinichukie siezi lia hata tuchapwe kumi akina evra watapokea mshahara kawaida,Neither,Offensive
kisiis loud annoying jeezo_o,Hate Speech,Neither
well previous year determination eradicate poverty unemployment failed time fagiawote electionske,Offensive,Neither
voted walkingfool aka kuria pole,Offensive,Neither
see safaricom trending obviously know poor nyakundi bob collymore fighting corruptioninsafaricom,Offensive,Neither
king kaka fridaylakini sasa hawa wakisii moiuniculturalweek,Offensive,Neither
wait david ndii kikuyu jimmy wanjigi kikuyu see kikuyus celebrating predicament associate username_ bewitched,Offensive,Neither
discovered today kenyan equal kikuyus equal,Hate Speech,Neither
wakikuyu kesho watakuwa wamechoka,Offensive,Neither
voting aint enough prosecuting jailing follow fagiawote,Offensive,Neither
lmao username_ gor luo even sudan oooh river lake nilotes sigh cont,Hate Speech,Neither
wajaluo tafadhali ujinga ndio mtaacha,Hate Speech,Neither
kisumu prepared son bitch who gon break house gon chop head luolivesmatter,Offensive,Neither
waiting hear rao comment lost nairobi county govtwill remain deaf corruption within cord railathetribalchief,Offensive,Neither
waiganjo shut upwhy luo killed dealing national issue wanted rig election juma,Offensive,Neither
kiuk woman stressed right nyakundi doesnt want marry sad,Offensive,Neither
friend dating luo luhyas lol let stick kikuyus,Offensive,Neither
dont marry kikuyus coz sad news,Hate Speech,Neither
western declared luhyas dump dont need broker people like atwoli moving around useless hyp,Hate Speech,Neither
luo brainwashed people earth claim ochoa son baba,Offensive,Neither
warudi ocha username_ tweef mkzimmigrants washeensi warudi kwao ati qwani xaxa,Offensive,Neither
wanted say kikuyus attacked achieve opposite stupid viewpoint,Offensive,Neither
trend soon going walevinauhuru delegation meeting statehouse nasademos noreformsnoelections,Offensive,Neither
unless brain matasticizing tumor username_ justify username_ vitriolic hate speech without proof physical neurological defect gross anomaly roseannebarr never able walk backor come back decade hatespeech twitter drag,Offensive,Neither
apologized sponsor started pull financial support truth showed true color vile fountain hatespeech hypocrite claim holy week motivation marchforourlives enoughisenough,Offensive,Neither
hate toronto much actually hope lose masai ujiri fire casey get good player,Offensive,Neither
equalmatiangi stop luolivesmatter,Offensive,Neither
luo proud thats cant president poor country like kenya usa luofestival,Offensive,Neither
hawa mungiki wakikuyu matiangi given weapon police uniform terrorise luo shall revisit,Hate Speech,Neither
need punished dare insult president silly mind username_ minister defense afanye kazi yake,Neither,Offensive
kikuyus always boycott shop stall people tribe time resist fuck brookside product fridaybriefing,Offensive,Neither
entitled opinion based ignorance hatred rather well informed perspective trend bogus kikuyus,Hate Speech,Neither
stone come back luo fool midiwo orengo warn uhuru saturday september,Offensive,Neither
yenyewe peter munya isaac ruto sycophant hardest thing earth mtkenya kalenjin vote consolidated wembeniuleule,Offensive,Neither
kalenjins killing gema folk luo happy ruto taken hague happy pretenderswhocanneverbetrusted,Offensive,Neither
kabetes luo luhya lady busy demonstrating kamba lady busy making money husband watermelionism real,Offensive,Neither
kajiado guy made japanese know maasai voting robot,Offensive,Neither
true pakistan username_ going worst victim hope know china already took gawdar port airport guess blackmailed,Offensive,Neither
want free shackle manacle kikuyus,Offensive,Neither
kisiis mombasa strongly behind hassan joho accomodated many county govnt job,Offensive,Neither
wakikuyu songeni hapa pls sisi waluhyaama wabaluhya sisi sio waruya ama wabaruya ama mnataka tuwaite wakhikhuyu,Offensive,Neither
youre fool kikuyus friend myungiki back chaired username_,Hate Speech,Neither
tribalism sole cause looting corruption ny bullshit hear kikuyu complain looting bcse watu wao luo compromised handshake nysscandal nysscam usitoekakitu username_,Offensive,Neither
kill luo medium house making look like luo kikuyu affair image part kenya electionske,Offensive,Neither
baus holz banawat expct username_ username_ ari kwacha ovyo kihii,Offensive,Neither
luo spendthrift always priority wrong sense style firm political stand tribalism,Offensive,Neither
people calling tribalist shame kalenjins tribalist,Hate Speech,Neither
baba call thief thief keep quiet railapresser call president kenyadecides,Offensive,Neither
uhuru received certificate different figure one displayed tallying centre vifarangavyakompyuta,Offensive,Neither
wakamba hamtai ongoza labda sisi wakikuyu kalenjin tuhame kenya,Offensive,Hate Speech
sisi wakikuyu washenzi may ask raila page energy wasting something,Offensive,Neither
thing handshake bullshit meant bourgeoisie shithole country nothing tangible smile common man,Offensive,Neither
start classifying kikuyus even kikuyu profiled criminalmaybe say criminal happens kikuyus taste death,Offensive,Neither
seen paul sinhas neck chase think vanessa bad,Offensive,Neither
kiuks pliz stop hate speach luo kenyan uhuru well good never come near solve problem,Hate Speech,Neither
time round raila want prime minister position toilet full mkeka driving noreformsnoelections agenda,Offensive,Neither
kikuyus meru embuans removed kaloleleni mixed area operation anvil remains till today majority luo area,Offensive,Neither
woi woi username__ malaya wewe,Offensive,Neither
ending three president kenya illegitimate president uhuru kenyatta people president raila odinga boychild president cyprian nyakundi time alive,Offensive,Neither
road lead kanduyi stadium username_ username_ username_ username_ username_ username_ mundukhumundu pictwittercomszljvhfi,Offensive,Neither
dont need wont election kwani hamna maskio akili noreformsnoelections,Offensive,Neither
kikuyus shortchanged jubilee business closed yet idiot preaching wont president,Offensive,Neither
kikuyus think kill spirit life fool willdefeat uthamakism mnakaa kwetu hatukai kwenu see coming mtahama,Offensive,Neither
must foolish say,Offensive,Neither
mere man make equal god ask nebuchadnezzar consequence munguniyuleyule thepeoplearesupreme wembeniuleule pictwittercomumnhcwjhl,Offensive,Neither
wakikuyu please election there,Hate Speech,Neither
yall yapping cant contribute nasa campaign one forcing nobodyjust dont railapresser,Offensive,Neither
uhuru first time since unleash mungiki gangster peaceful protester tomorrow aniverssary noreformsnoelections,Offensive,Neither
wont vote caretaker president declared normal raia like weed smoker mathare noreformsnoelections,Offensive,Neither
wether hate kikuyus best thing happened country uthamaki,Hate Speech,Neither
kenyan kikuyus dont see blinded tribalism self centered ambition called,Offensive,Neither
luhyas second largest trbe kenya tired treated second generation people stand get counted,Offensive,Neither
wow healthy pretentious utopian bubble people dont get slaughtered kikuyus,Offensive,Neither
regional party incl bsp jds nothing nation reality guy feeling huge risk due amplified image bjp making wild chase save political career thats keep public also blind pictwittercomjoaticfuc,Offensive,Neither
somali conversation necessary nyakundi asked valid question would ndumes somali nyandua ngeus ndumes tribe cant nyandua somali ngeus waache kutubeba kimalamala hivi lazima intermarry,Offensive,Neither
kamba peaceful dont expect one usor sonko assimilatedbrainwashedbleached growupsonko,Offensive,Neither
wait second comparing footage username_ baba enyewe vifaranga wale wale noreformsnoelections nakumatt pictwittercomtqxzbg,Offensive,Neither
thousand kikuyus prison would disagree ndii get away ndii commoner kikuyu would hanging ball get away lot thing last name muigai,Hate Speech,Neither
combination tribal chief high priest corruption forget attack somebody else railathetribalchief pictwittercomfsagrhnnvl,Offensive,Neither
wakale kama hawa wanatoka county gani username_ teamrotgaa pictwittercomdqtevmlrf,Offensive,Neither
luo luhyas never corrupt allegation see fake afya hse allegation done kikuyus,Hate Speech,Neither
fuck female journalist julie gichuru railapresser,Offensive,Neither
true recently hacked defence system also hacked indian gov site know china country thug shameonchina,Hate Speech,Neither
luo ingrained since birth problem kikuyus time divorce railasecessionplan,Offensive,Neither
sad frm username_ uhuru ruto ina peaceful coalition kalenjins cant allow kikuyus return land,Offensive,Neither
slayqueen boy child would garden eden feasting honey fruit good time nyakundi,Offensive,Neither
asking free trial get kenyapoll kenyaelection electionsboycottke iebc data bungoma,Offensive,Neither
kikuyus cried mois dictatorship want uhuru dictatorship he one beware ruto one foot,Offensive,Neither
barnabas kiprono even kalenjins terroristsor sell car shabaab without knowledgewas stolen car username_,Offensive,Neither
careful men black mostly used gok silence activist,Offensive,Neither
luo nasa supporter suffering username_ gather victim help sue jubilee username_ username_ username_ username_,Offensive,Neither
trouplesome username_ hate imagine type pussy luhyas think,Neither,Offensive
woman dont ever wake use day defend worth imbecile like nyakundi headless herd dont ever ever,Offensive,Neither
eacc telling username_ ministry corrupt instead arresting charging court role,Offensive,Neither
luo proud kikuyu broker kamba passionatewhat abt others,Offensive,Neither
luhyas edition making headline twitter today still saying jubilee government doesnt recognize,Offensive,Neither
